resuming from checkpoint at step 25000
corpus: 1,115,394 chars, vocab 65
will train for 2.0 hours with 8 workers

training...

step  30940 | loss  1.462 |  32.9 min left
step  30950 | loss  1.480 |  32.8 min left
step  30960 | loss  1.475 |  32.6 min left
step  30970 | loss  1.528 |  32.5 min left
step  30980 | loss  1.488 |  32.3 min left
step  30990 | loss  1.467 |  32.2 min left
step  31000 | loss  1.434 |  32.0 min left

--- sample ---
ELBOW:

Shepherd:
My heart, boy.

SEBASTIAN:
Where they wert why shall man peace it is my mean,
And well da
and knock to day fighly pate no horing and shall I reparl'd in thee with a leoften soul
That are do gone, all as you have man; heir hate, told EDWARD IV:
Hang, go heavy see, what, is may act t
--- end ---

step  31010 | loss  1.454 |  31.2 min left
step  31020 | loss  1.453 |  31.1 min left
step  31030 | loss  1.433 |  30.9 min left
step  31040 | loss  1.444 |  30.8 min left
step  31050 | loss  1.430 |  30.6 min left
step  31060 | loss  1.380 |  30.5 min left
step  31070 | loss  1.426 |  30.4 min left
step  31080 | loss  1.452 |  30.2 min left
step  31090 | loss  1.447 |  30.1 min left
step  31100 | loss  1.423 |  29.9 min left
step  31110 | loss  1.464 |  29.8 min left
step  31120 | loss  1.465 |  29.7 min left
step  31130 | loss  1.449 |  29.5 min left
step  31140 | loss  1.471 |  29.4 min left
step  31150 | loss  1.424 |  29.2 min left
step  31160 | loss  1.487 |  29.1 min left
step  31170 | loss  1.450 |  29.0 min left
step  31180 | loss  1.477 |  28.8 min left
step  31190 | loss  1.508 |  28.7 min left
step  31200 | loss  1.515 |  28.5 min left
step  31210 | loss  1.472 |  28.4 min left
step  31220 | loss  1.425 |  28.3 min left
step  31230 | loss  1.471 |  28.1 min left
step  31240 | loss  1.475 |  28.0 min left
step  31250 | loss  1.444 |  27.9 min left
step  31260 | loss  1.444 |  27.7 min left
step  31270 | loss  1.458 |  27.6 min left
step  31280 | loss  1.413 |  27.4 min left
step  31290 | loss  1.443 |  27.3 min left
step  31300 | loss  1.418 |  27.2 min left
step  31310 | loss  1.406 |  27.0 min left
step  31320 | loss  1.417 |  26.9 min left
step  31330 | loss  1.462 |  26.7 min left
step  31340 | loss  1.429 |  26.6 min left
step  31350 | loss  1.443 |  26.5 min left
step  31360 | loss  1.476 |  26.3 min left
step  31370 | loss  1.518 |  26.2 min left
step  31380 | loss  1.492 |  26.0 min left
step  31390 | loss  1.453 |  25.9 min left
step  31400 | loss  1.466 |  25.8 min left
step  31410 | loss  1.463 |  25.6 min left
step  31420 | loss  1.466 |  25.5 min left
step  31430 | loss  1.431 |  25.3 min left
step  31440 | loss  1.463 |  25.2 min left
step  31450 | loss  1.473 |  25.1 min left
step  31460 | loss  1.466 |  24.9 min left
step  31470 | loss  1.448 |  24.8 min left
step  31480 | loss  1.449 |  24.6 min left
step  31490 | loss  1.415 |  24.5 min left
step  31500 | loss  1.441 |  24.4 min left
step  31510 | loss  1.437 |  24.2 min left
step  31520 | loss  1.484 |  24.1 min left
step  31530 | loss  1.441 |  23.9 min left
step  31540 | loss  1.466 |  23.8 min left
step  31550 | loss  1.492 |  23.7 min left
step  31560 | loss  1.486 |  23.5 min left
step  31570 | loss  1.458 |  23.4 min left
step  31580 | loss  1.458 |  23.2 min left
step  31590 | loss  1.481 |  23.1 min left
step  31600 | loss  1.448 |  23.0 min left
step  31610 | loss  1.411 |  22.8 min left
step  31620 | loss  1.411 |  22.7 min left
step  31630 | loss  1.454 |  22.5 min left
step  31640 | loss  1.466 |  22.4 min left
step  31650 | loss  1.419 |  22.2 min left
step  31660 | loss  1.474 |  22.1 min left
step  31670 | loss  1.468 |  22.0 min left
step  31680 | loss  1.487 |  21.8 min left
step  31690 | loss  1.472 |  21.7 min left
step  31700 | loss  1.429 |  21.5 min left
step  31710 | loss  1.464 |  21.4 min left
step  31720 | loss  1.434 |  21.2 min left
step  31730 | loss  1.457 |  21.1 min left
step  31740 | loss  1.443 |  20.9 min left
step  31750 | loss  1.457 |  20.8 min left
step  31760 | loss  1.413 |  20.6 min left
step  31770 | loss  1.419 |  20.5 min left
step  31780 | loss  1.474 |  20.3 min left
step  31790 | loss  1.437 |  20.2 min left
step  31800 | loss  1.449 |  20.1 min left
step  31810 | loss  1.458 |  19.9 min left
step  31820 | loss  1.462 |  19.8 min left
step  31830 | loss  1.473 |  19.6 min left
step  31840 | loss  1.491 |  19.5 min left
step  31850 | loss  1.440 |  19.3 min left
step  31860 | loss  1.411 |  19.2 min left
step  31870 | loss  1.414 |  19.1 min left
step  31880 | loss  1.418 |  18.9 min left
step  31890 | loss  1.455 |  18.8 min left
step  31900 | loss  1.451 |  18.6 min left
step  31910 | loss  1.456 |  18.5 min left
step  31920 | loss  1.416 |  18.3 min left
step  31930 | loss  1.459 |  18.2 min left
step  31940 | loss  1.421 |  18.1 min left
step  31950 | loss  1.462 |  17.9 min left
step  31960 | loss  1.494 |  17.8 min left
step  31970 | loss  1.479 |  17.6 min left
step  31980 | loss  1.454 |  17.5 min left
step  31990 | loss  1.426 |  17.3 min left
step  32000 | loss  1.409 |  17.2 min left

--- sample ---
GAUNT:
See, Richard frees Londons:
I wind my mistress letters a man:
Which what is his heirs from my bear what widow didly my letter,
Pray thee, and heaven and swear with my heart.

KING RICHARD III:
But yet soul with princely can the fie
That spateth out a vetter pay, I would have
Stanley and confe
--- end ---

step  32010 | loss  1.397 |  16.4 min left
step  32020 | loss  1.414 |  16.2 min left
step  32030 | loss  1.424 |  16.1 min left
step  32040 | loss  1.418 |  16.0 min left
step  32050 | loss  1.407 |  15.8 min left
step  32060 | loss  1.387 |  15.7 min left
step  32070 | loss  1.457 |  15.5 min left
step  32080 | loss  1.474 |  15.4 min left
step  32090 | loss  1.473 |  15.3 min left
step  32100 | loss  1.479 |  15.1 min left
step  32110 | loss  1.450 |  15.0 min left
step  32120 | loss  1.416 |  14.8 min left
step  32130 | loss  1.462 |  14.7 min left
step  32140 | loss  1.437 |  14.6 min left
step  32150 | loss  1.455 |  14.4 min left
step  32160 | loss  1.463 |  14.3 min left
step  32170 | loss  1.489 |  14.1 min left
step  32180 | loss  1.462 |  14.0 min left
step  32190 | loss  1.438 |  13.9 min left
step  32200 | loss  1.462 |  13.7 min left
step  32210 | loss  1.450 |  13.6 min left
step  32220 | loss  1.434 |  13.4 min left
step  32230 | loss  1.432 |  13.3 min left
step  32240 | loss  1.419 |  13.2 min left
step  32250 | loss  1.422 |  13.0 min left
step  32260 | loss  1.403 |  12.9 min left
step  32270 | loss  1.420 |  12.7 min left
step  32280 | loss  1.409 |  12.6 min left
step  32290 | loss  1.468 |  12.5 min left
step  32300 | loss  1.454 |  12.3 min left
step  32310 | loss  1.459 |  12.2 min left
step  32320 | loss  1.444 |  12.1 min left
step  32330 | loss  1.459 |  11.9 min left
step  32340 | loss  1.450 |  11.8 min left
step  32350 | loss  1.467 |  11.6 min left
step  32360 | loss  1.446 |  11.5 min left
step  32370 | loss  1.479 |  11.3 min left
step  32380 | loss  1.454 |  11.2 min left
step  32390 | loss  1.458 |  11.1 min left
step  32400 | loss  1.402 |  10.9 min left
step  32410 | loss  1.454 |  10.8 min left
step  32420 | loss  1.440 |  10.7 min left
step  32430 | loss  1.470 |  10.5 min left
step  32440 | loss  1.474 |  10.4 min left
step  32450 | loss  1.425 |  10.2 min left
step  32460 | loss  1.466 |  10.1 min left
step  32470 | loss  1.459 |   9.9 min left
step  32480 | loss  1.458 |   9.8 min left
step  32490 | loss  1.457 |   9.7 min left
step  32500 | loss  1.466 |   9.5 min left
step  32510 | loss  1.456 |   9.4 min left
step  32520 | loss  1.467 |   9.2 min left
step  32530 | loss  1.463 |   9.1 min left
step  32540 | loss  1.417 |   9.0 min left
step  32550 | loss  1.464 |   8.8 min left
step  32560 | loss  1.464 |   8.7 min left
step  32570 | loss  1.450 |   8.5 min left
step  32580 | loss  1.447 |   8.4 min left
step  32590 | loss  1.441 |   8.3 min left
step  32600 | loss  1.436 |   8.1 min left
step  32610 | loss  1.444 |   8.0 min left
step  32620 | loss  1.486 |   7.8 min left
step  32630 | loss  1.457 |   7.7 min left
step  32640 | loss  1.434 |   7.5 min left
step  32650 | loss  1.445 |   7.4 min left
step  32660 | loss  1.403 |   7.3 min left
step  32670 | loss  1.454 |   7.1 min left
step  32680 | loss  1.442 |   7.0 min left
step  32690 | loss  1.466 |   6.8 min left
step  32700 | loss  1.470 |   6.7 min left
step  32710 | loss  1.479 |   6.5 min left
step  32720 | loss  1.427 |   6.4 min left
step  32730 | loss  1.435 |   6.2 min left
step  32740 | loss  1.439 |   6.1 min left
step  32750 | loss  1.438 |   5.9 min left
step  32760 | loss  1.405 |   5.8 min left
step  32770 | loss  1.418 |   5.6 min left
step  32780 | loss  1.439 |   5.5 min left
step  32790 | loss  1.435 |   5.4 min left
step  32800 | loss  1.419 |   5.2 min left
step  32810 | loss  1.476 |   5.1 min left
step  32820 | loss  1.468 |   4.9 min left
step  32830 | loss  1.422 |   4.8 min left
step  32840 | loss  1.448 |   4.6 min left
step  32850 | loss  1.477 |   4.5 min left
step  32860 | loss  1.450 |   4.3 min left
step  32870 | loss  1.453 |   4.2 min left
step  32880 | loss  1.457 |   4.0 min left
step  32890 | loss  1.389 |   3.9 min left
step  32900 | loss  1.453 |   3.7 min left
step  32910 | loss  1.447 |   3.6 min left
step  32920 | loss  1.447 |   3.5 min left
step  32930 | loss  1.439 |   3.3 min left
step  32940 | loss  1.453 |   3.2 min left
step  32950 | loss  1.484 |   3.0 min left
step  32960 | loss  1.439 |   2.9 min left
step  32970 | loss  1.447 |   2.7 min left
step  32980 | loss  1.443 |   2.6 min left
step  32990 | loss  1.424 |   2.4 min left
step  33000 | loss  1.440 |   2.3 min left

--- sample ---
BUCKINGHAM:
That old was his good time, mayor, a subject,
You success the doubt. That my honour areins,
Like their a prichanced of the unking
His knace my suits upon the pil in the attend the turns
Of that that besty unto a mother,
And he in thy pity fink you rath;
I some a condumbliness blow me our
--- end ---

step  33010 | loss  1.442 |   1.4 min left
step  33020 | loss  1.471 |   1.3 min left
step  33030 | loss  1.452 |   1.2 min left
step  33040 | loss  1.409 |   1.0 min left
step  33050 | loss  1.424 |   0.9 min left
step  33060 | loss  1.467 |   0.7 min left
step  33070 | loss  1.487 |   0.6 min left
step  33080 | loss  1.447 |   0.5 min left
step  33090 | loss  1.453 |   0.3 min left
step  33100 | loss  1.440 |   0.2 min left
step  33110 | loss  1.464 |   0.0 min left

done at step 33113. trained for 120 min.

============================================================
FINAL SAMPLE
============================================================
ROMEO:
You will make him to her hell fame:
Be false and by the news of him.
Thou hast not late with my loath oCld,
I' thee, not, I hope; and that they with out to him absance.

NORTHUMBERLAND:
To the likely faint with my name are whose inecius:
I cannot know your grace; I and my heart!

CURTIS:
The foriend
To meet him lanking to unto the hoveal,
But I do noth your sovereign preparent not, and to Bereft thee the sweet into the dear of my my mere.

GLOUCESTER:
Romeo! I ae leave a bupt to such your wit to did me;
The further than enough four your own throne health.

GLOUCESTER:
Why paints, 'tis prove upon the fender is so a purpose unto unless and the suit,
Uncle among than the sorrow crown and I may dalought from his daughter by the ling were backer of your life.

KATHARINA:
He shall see her weedds my aught will
enowner to such in the neews? there I have heard
To soome so like my cried by me.

CURTIS:
It pleases, but not your good good would be cry of your heart
Their dreams to end by her even hence, for the own to hanging I to come to me
That the duke of it was a tumblen;
Mean'd the crown cheek to Barn anary in outh
To peace
By all in him of my heir, that were
we to done.

CORIOLANU
